"","Year","GEOID","NAME","Median Age Estimate","moe"
"6752","2015","1959250","Onslow",37.4,9.9
"6753","2015","1945975","Livermore",32.1,4.8
"6754","2015","1931890","Grafton",41.9,11
"6755","2015","1935310","Hawkeye",37.2,8.6
"6756","2015","1958620","Oelwein",43.3,4.4
"6757","2015","1984180","Westgate",45.9,4.7
"6758","2015","1958170","Oakland Acres",49.6,6.5
"6759","2015","1964470","Prairie City",39.3,4.4
"6760","2015","1959925","Oskaloosa",38.4,1.4
"6761","2015","1952590","Minden",40.7,3.7
"6762","2015","1972300","Shelby",36.6,6.8
"6763","2015","1944310","Leighton",37.5,10.9
"6764","2015","1912990","Chelsea",34.7,6.5
"6765","2015","1953850","Moorhead",56.5,7.3
"6766","2015","1946830","Lovilia",32.5,6.3
"6767","2015","1963885","Plymouth",50.8,4.6
"6768","2015","1954930","Moville",39.3,3.4
"6769","2015","1926895","Farmington",39.6,6.1
"6770","2015","1940935","Keosauqua",50.5,9
"6771","2015","1960780","Oyens",28.6,9
"6772","2015","1971625","Sergeant Bluff",32.5,6.2
"6773","2015","1936480","Hinton",42.9,7.2
"6774","2015","1973650","Smithland",57.7,8
"6775","2015","1915645","Conesville",32.5,6.2
"6776","2015","1945615","Lisbon",39.8,5.2
"6777","2015","1966450","Renwick",41.8,13.9
"6778","2015","1969375","Rutland",35.8,22.7
"6779","2015","1977790","Thor",41.1,3.5
"6780","2015","1953625","Monticello",41.6,2.6
"6781","2015","1939855","Joice",44.8,7
"6782","2015","1970050","St. Lucas",54.7,11
"6783","2015","1984765","West Union",38.4,2.7
"6784","2015","1904915","Baxter",42.8,10.4
"6785","2015","1922305","Dows",54.9,6.5
"6786","2015","1932790","Greenfield",44.9,2.2
"6787","2015","1975810","Stratford",44.3,8.7
"6788","2015","1914835","Coalville CDP",28.5,12.2
"6789","2015","1926940","Farnhamville",47.7,11.3
"6790","2015","1909955","Callender",31,8.4
"6791","2015","1934410","Harcourt",44.5,11.2
"6792","2015","1960105","Otho",45.1,6.5
"6793","2015","1937425","Hubbard",45.2,4.4
"6794","2015","1961815","Paton",32.2,7.5
"6795","2015","1967215","Rippey",42,9.6
"6796","2015","1924465","Eldora",44.4,3.3
"6797","2015","1904420","Bancroft",39.5,5.2
"6798","2015","1923160","Dysart",42.1,8.6
"6799","2015","1945255","Lincoln",54.4,28.9
"6800","2015","1932115","Grandview",36.5,4.3
"6801","2015","1982200","Wapello",38.9,4.3
"6802","2015","1964650","Primghar",36.5,3.7
"6803","2015","1929955","Garner",38.7,3.8
"6804","2015","1919855","Delta",48.8,5.1
"6805","2015","1940980","Keota",40.3,6.6
"6806","2015","1959070","Ollie",49.4,4.2
"6807","2015","1974055","South English",30.2,10.1
"6808","2015","1983055","Webster",37.3,12.2
"6809","2015","1954750","Mount Sterling CDP",67.5,22.5
"6810","2015","1941520","Kirkman",54.5,8.6
"6811","2015","1934005","Hancock",51.1,7.5
"6812","2015","1968700","Rose Hill",42.4,18.8
"6813","2015","1906085","Bernard",40.1,17.1
"6814","2015","1912630","Centralia",41.5,4.7
"6815","2015","1966810","Rickardsville",47,10.3
"6816","2015","1987060","Worthington",38.4,6.4
"6817","2015","1920035","Denver",37.8,3.6
"6818","2015","1900505","Adel",40.5,3.2
"6819","2015","1919135","Dawson",29.3,12.1
"6820","2015","1979500","Underwood",32.9,4.6
"6821","2015","1905050","Beacon",40.6,7.2
"6822","2015","1926400","Fairfax",36.8,2.8
"6823","2015","1931035","Gladbrook",48.7,7.1
"6824","2015","1955560","Neola",32.2,2.5
"6825","2015","1919675","Delhi",49.1,9.3
"6826","2015","1909685","Burt",36.3,8.3
"6827","2015","1978735","Traer",45.5,3.7
"6828","2015","1974955","Stanley",43,8
"6829","2015","1927390","Fertile",46.7,4.8
"6830","2015","1923520","East Amana CDP",56.7,46.3
"6831","2015","1929325","Frytown CDP",48.5,56.8
"6832","2015","1929730","Garden City CDP",51.5,23.5
"6833","2015","1932925","Green Mountain CDP",47.8,32.3
"6834","2015","1935490","Hayfield CDP",NA,NA
"6835","2015","1936030","High Amana CDP",38.8,17.1
"6836","2015","1936660","Holiday Lake CDP",59.3,4.6
"6837","2015","1936975","Homestead CDP",31.7,17.1
"6838","2015","1937875","Hutchins CDP",NA,NA
"6839","2015","1938955","Irvington CDP",23.5,24.5
"6840","2015","1939180","Jacksonville CDP",61.1,18.4
"6841","2015","1940710","Kent CDP",49.1,22.1
"6842","2015","1948500","Maharishi Vedic City",28,3.5
"6843","2015","1908065","Bradgate",54.9,9.1
"6844","2015","1937560","Humboldt",42.7,3
"6845","2015","1901990","Anamosa",40.8,3.1
"6846","2015","1934995","Hastings",28.5,8.7
"6847","2015","1935715","Henderson",35.4,8.4
"6848","2015","1948900","Manly",37.3,4.4
"6849","2015","1957630","Northwood",43.4,3.1
"6850","2015","1902845","Arlington",42.1,7.8
"6851","2015","1914250","Clermont",42.7,8.8
"6852","2015","1950610","Maynard",34.4,8.8
"6853","2015","1915060","Colfax",37.7,3.5
"6854","2015","1942870","Lambs Grove",35.5,20.5
"6855","2015","1947595","Lynnville",47,3.5
"6856","2015","1980175","Valeria",39.3,9.4
"6857","2015","1943725","Laurens",46.9,5.4
"6858","2015","1905770","Bennett",44,6.3
"6859","2015","1928515","Fort Dodge",37.1,0.9
"6860","2015","1931710","Gowrie",44,5.4
"6861","2015","1955695","Nevada",37,2.4
"6862","2015","1925005","Ellston",53.3,20.6
"6863","2015","1971940","Shannon City",35.1,13.1
"6864","2015","1950520","Maxwell",36.6,5.8
"6865","2015","1900955","Albion",46.8,6.2
"6866","2015","1982470","Waterville",46.4,9.9
"6867","2015","1918435","Danville",37.1,4.1
"6868","2015","1950790","Mediapolis",40.7,6.8
"6869","2015","1933195","Grundy Center",41.3,4.5
"6870","2015","1948495","Magnolia",52.6,6.5
"6871","2015","1952995","Modale",32.1,9.3
"6872","2015","1959835","Osceola",33,4.3
"6873","2015","1929775","Garden Grove",38,23.3
"6874","2015","1942960","Lamoni",22.8,0.9
"6875","2015","1955065","Murray",45.2,10.7
"6876","2015","1923250","Eagle Grove",44.6,1.5
"6877","2015","1956100","New Hampton",41.4,3.9
"6878","2015","1952095","Milford",43.5,7.3
"6879","2015","1958710","Okoboji",52.3,4.9
"6880","2015","1911395","Casey",35,7.2
"6881","2015","1939000","Irwin",51.3,3.7
"6882","2015","1977430","Tennant",53.5,14.3
"6883","2015","1901585","Alton",37.7,7
"6884","2015","1950385","Matlock",49,4
"6885","2015","1947955","Macedonia",43.4,6.4
"6886","2015","1952230","Millersburg",40,12.8
"6887","2015","1910225","Cambridge",34.5,4.4
"6888","2015","1987555","Zearing",43.2,12.3
"6889","2015","1914160","Clemons",44.8,10.6
"6890","2015","1943680","Laurel",36,12
"6891","2015","1912855","Charlotte",32.1,4.3
"6892","2015","1984945","Wheatland",42.5,6.5
"6893","2015","1949305","Marble Rock",49.4,10
"6894","2015","1908650","Bronson",32.8,4.2
"6895","2015","1972345","Sheldahl",46.5,9
"6896","2015","1964740","Princeton",43,5.2
"6897","2015","1943050","La Motte",47.9,6.6
"6898","2015","1949215","Maquoketa",38.7,1.9
"6899","2015","1964605","Preston",39.1,3.7
"6900","2015","1969510","Sabula",52.2,4.1
"6901","2015","1987690","Zwingle",35.1,10.6
"6902","2015","1956370","New Market",45.4,4.9
"6903","2015","1953895","Moorland",32.2,14.9
"6904","2015","1981075","Vincent",38.3,20.1
"6905","2015","1949395","Marengo",36.2,3.4
"6906","2015","1904105","Ayrshire",44.4,7.6
"6907","2015","1948585","Mallard",48.4,9.7
"6908","2015","1901855","Ames",23.2,0.3
"6909","2015","1969780","St. Anthony",26.5,12.3
"6910","2015","1921540","Dixon",39.1,10.2
"6911","2015","1956280","New Liberty",34.8,9.5
"6912","2015","1911530","Castana",58.3,10.9
"6913","2015","1950970","Melrose",45.9,10.5
"6914","2015","1914025","Clear Lake",42.4,3.8
"6915","2015","1951420","Meservey",46.8,10.9
"6916","2015","1905635","Bellevue",47.2,6.6
"6917","2015","1969960","St. Donatus",47.7,27.5
"6918","2015","1912720","Chariton",45.6,1.9
"6919","2015","1951060","Melvin",43.1,10.8
"6920","2015","1937290","Hospers",30.8,4.4
"6921","2015","1959475","Orange City",32,3.7
"6922","2015","1968205","Rock Valley",32.4,2.1
"6923","2015","1958080","Oakland",36.7,2.9
"6924","2015","1956460","New Sharon",38.5,8
"6925","2015","1947460","Luxemburg",55.1,3.2
"6926","2015","1926850","Farmersburg",37,7.3
"6927","2015","1953670","Montour",52.3,9.1
"6928","2015","1934500","Harlan",47.9,2.1
"6929","2015","1903970","Avoca",40.8,5.3
"6930","2015","1917175","Crescent",47.3,9
"6931","2015","1904555","Barnes City",41.9,11
"6932","2015","1922935","Durango",54,37.8
"6933","2015","1926760","Farley",35.7,4.3
"6934","2015","1962130","Peosta",30,2.7
"6935","2015","1944355","Leland",36.1,11.1
"6936","2015","1977745","Thompson",51.7,7
"6937","2015","1928425","Fort Atkinson",46.5,10.2
"6938","2015","1939135","Jackson Junction",41,25.4
"6939","2015","1937470","Hudson",42,5
"6940","2015","1943365","La Porte City",38.1,4.4
"6941","2015","1982425","Waterloo",36.2,0.7
"6942","2015","1975855","Strawberry Point",48.6,7.8
"6943","2015","1903160","Asbury",36.6,3.4
"6944","2015","1925725","Epworth",32.9,3.3
"6945","2015","1972660","Sherrill",34,5.4
"6946","2015","1903520","Atlantic",44.6,2.8
"6947","2015","1917760","Cumberland",31.2,11.6
"6948","2015","1950250","Massena",41.8,6.2
"6949","2015","1921045","De Soto",34,3
"6950","2015","1952545","Minburn",38.3,10.4
"6951","2015","1933780","Hamburg",35.9,8.2
"6952","2015","1967575","Riverton",33.7,6.3
"6953","2015","1935445","Hayesville",57.8,6.9
"6954","2015","1957225","North English",35.8,7.4
"6955","2015","1966315","Reinbeck",45.6,3.4
"6956","2015","1977835","Thornburg",36.3,17.8
"6957","2015","1952905","Mitchell",49.5,25.4
"6958","2015","1951735","Middletown",38.2,6
"6959","2015","1946155","Logan",38.1,4
"6960","2015","1928605","Fort Madison",42.2,2.8
"6961","2015","1926265","Exira",48.7,5.8
"6962","2015","1909145","Buck Grove",56.8,9.7
"6963","2015","1922215","Dow City",37.7,4.9
"6964","2015","1957360","North Liberty",29.7,0.7
"6965","2015","1983595","West Branch",36.5,3.6
"6966","2015","1950070","Marysville",28.5,18
"6967","2015","1901270","Allerton",35.1,6
"6968","2015","1916635","Corydon",50.2,6.7
"6969","2015","1984585","West Point",40.8,4.9
"6970","2015","1977565","Thayer",39,11.2
"6971","2015","1949935","Martinsburg",31.8,8.9
"6972","2015","1972975","Sibley",43,2.3
"6973","2015","1938280","Indianola",32.8,1.6
"6974","2015","1922755","Duncombe",39.8,6.5
"6975","2015","1944265","Lehigh",51.7,5.2
"6976","2015","1981975","Wallingford",45.3,9
"6977","2015","1938055","Imogene",47.3,15.7
"6978","2015","1986700","Woden",31.2,5
"6979","2015","1930540","Gibson",45.1,11
"6980","2015","1941475","Kinross",50.9,16
"6981","2015","1966720","Richland",40,6.8
"6982","2015","1971355","Searsboro",32.9,8
"6983","2015","1925590","Emmetsburg",42.1,3
"6984","2015","1932295","Grant",50.3,25.2
"6985","2015","1921270","Diagonal",54.3,12.3
"6986","2015","1940350","Kellerton",32.7,6.5
"6987","2015","1915195","Collins",37.2,7.4
"6988","2015","1962445","Persia",34.7,6.5
"6989","2015","1928740","Franklin",54.6,7.5
"6990","2015","1904195","Badger",39.1,5.5
"6991","2015","1915240","Colo",39.1,9.7
"6992","2015","1930630","Gilbert",32.5,4.3
"6993","2015","1927255","Ferguson",50.9,7.3
"6994","2015","1945660","Liscomb",34.5,6.6
"6995","2015","1948045","McIntire",54.8,13.7
"6996","2015","1907390","Bondurant",29.9,3
"6997","2015","1902935","Armstrong",47.2,6.5
"6998","2015","1916590","Corwith",53,4.5
"6999","2015","1940260","Kanawha",46,8.9
"7000","2015","1941655","Klemme",33.2,8.9
"7001","2015","1956595","New Virginia",37.1,4.6
"7002","2015","1937605","Humeston",42.8,10.2
"7003","2015","1962985","Pioneer",17.8,54.1
"7004","2015","1984090","Westfield",26.7,10
"7005","2015","1918390","Danbury",46.3,10.1
"7006","2016","1937875","Hutchins CDP",NA,NA
"7007","2016","1938955","Irvington CDP",NA,NA
"7008","2016","1939180","Jacksonville CDP",61.1,20.4
"7009","2016","1940710","Kent CDP",49.2,10.5
"7010","2016","1948500","Maharishi Vedic City",28,3.8
"7011","2016","1908065","Bradgate",54.3,20.1
"7012","2016","1937560","Humboldt",41.6,3.2
"7013","2016","1901990","Anamosa",42.5,2.5
"7014","2016","1934995","Hastings",30.5,13.6
"7015","2016","1935715","Henderson",43.5,17.4
"7016","2016","1948900","Manly",38.4,4.6
"7017","2016","1957630","Northwood",43,4
"7018","2016","1902845","Arlington",40.2,7
"7019","2016","1914250","Clermont",49,4.5
"7020","2016","1950610","Maynard",36.6,11.8
"7021","2016","1915060","Colfax",39,5.1
"7022","2016","1942870","Lambs Grove",40.6,15.3
"7023","2016","1947595","Lynnville",43,10.9
"7024","2016","1980175","Valeria",44,5.9
"7025","2016","1943725","Laurens",48.9,2.9
"7026","2016","1905770","Bennett",44.8,6.3
"7027","2016","1928515","Fort Dodge",37.3,1.3
"7028","2016","1931710","Gowrie",46.7,6.3
"7029","2016","1955695","Nevada",37,1.8
"7030","2016","1925005","Ellston",58.4,18.9
"7031","2016","1971940","Shannon City",46.7,14.6
"7032","2016","1950520","Maxwell",36,6
"7033","2016","1900955","Albion",45.9,5
"7034","2016","1982470","Waterville",52.9,10.2
"7035","2016","1918435","Danville",37.3,2.8
"7036","2016","1950790","Mediapolis",37.8,7.7
"7037","2016","1933195","Grundy Center",42,4.7
"7038","2016","1948495","Magnolia",51.5,6
"7039","2016","1952995","Modale",39.5,12.9
"7040","2016","1959835","Osceola",32.8,5.5
"7041","2016","1929775","Garden Grove",43.1,10.6
"7042","2016","1942960","Lamoni",22.9,1.1
"7043","2016","1955065","Murray",37.9,10.5
"7044","2016","1923250","Eagle Grove",44,3.2
"7045","2016","1956100","New Hampton",44.4,3.5
"7046","2016","1952095","Milford",39.8,5.5
"7047","2016","1958710","Okoboji",50.9,6.7
"7048","2016","1911395","Casey",36.7,8.3
"7049","2016","1939000","Irwin",50.7,6
"7050","2016","1977430","Tennant",51.3,21.7
"7051","2016","1901585","Alton",36.5,3.1
"7052","2016","1950385","Matlock",49.9,9.1
"7053","2016","1947955","Macedonia",43.6,8.9
"7054","2016","1952230","Millersburg",50.2,12.3
"7055","2016","1910225","Cambridge",33,4.1
"7056","2016","1987555","Zearing",43.6,9.3
"7057","2016","1914160","Clemons",47.3,3.6
"7058","2016","1943680","Laurel",32.3,13
"7059","2016","1912855","Charlotte",32.3,4.5
"7060","2016","1984945","Wheatland",37.1,10.4
"7061","2016","1949305","Marble Rock",49.4,17
"7062","2016","1904825","Batavia",37.5,5.4
"7063","2016","1961860","Patterson",40.6,13
"7064","2016","1972525","Shenandoah",43.6,2.1
"7065","2016","1983775","West Chester",53.3,10.4
"7066","2016","1916500","Corning",48.9,3.3
"7067","2016","1913395","Cincinnati",46.8,15.3
"7068","2016","1963345","Plano",55.8,16.9
"7069","2016","1901315","Allison",34.9,4.7
"7070","2016","1903115","Arthur",46.2,22.6
"7071","2016","1903835","Aurora",33,7.3
"7072","2016","1943005","Lamont",37.3,4.2
"7073","2016","1900190","Ackley",49.4,3.1
"7074","2016","1965370","Radcliffe",43.2,6
"7075","2016","1901135","Algona",45.4,2.3
"7076","2016","1985260","Whittemore",45.3,12
"7077","2016","1914655","Clutier",42.5,6.4
"7078","2016","1978510","Toledo",38.6,4
"7079","2016","1900865","Albert City",49.1,10.3
"7080","2016","1901495","Alta",36.9,4.9
"7081","2016","1957135","North Buena Vista",54.2,5.4
"7082","2016","1970140","St. Olaf",26.4,9.9
"7083","2016","1917220","Cresco",41,4.9
"7084","2016","1915375","Columbus City",37.9,14.2
"7085","2016","1910090","Calumet",33.3,9.4
"7086","2016","1976485","Sutherland",53.9,8.9
"7087","2016","1978825","Treynor",36.1,4.1
"7088","2016","1912945","Chatsworth",48.3,5.9
"7089","2016","1937515","Hull",31.1,2.3
"7090","2016","1950430","Maurice",35.3,3.2
"7091","2016","1916860","Council Bluffs",37,0.7
"7092","2016","1949755","Marshalltown",36.6,0.9
"7093","2016","1906355","Bettendorf",40.7,0.9
"7094","2016","1907075","Blue Grass",43.7,6.2
"7095","2016","1922980","Durant",38.7,4.5
"7096","2016","1924600","Eldridge",34.9,3.3
"7097","2016","1944085","Le Claire",40.3,3.1
"7098","2016","1967350","Riverdale",44.8,9
"7099","2016","1949170","Mapleton",49.3,6.1
"7100","2016","1919630","Delaware",48.8,5.8
"7101","2016","1961770","Parnell",35.6,13.1
"7102","2016","1917895","Curlew",42.1,10.7
"7103","2016","1917985","Cylinder",33.5,13.6
"7104","2016","1905905","Benton",66.5,4.6
"7105","2016","1919810","Delphos",54.3,34.4
"7106","2016","1940395","Kelley",32.7,7.1
"7107","2016","1947775","McCallsburg",31.9,5.3
"7108","2016","1973515","Slater",31.2,2.5
"7109","2016","1975675","Story City",46.5,6.7
"7110","2016","1930900","Gilman",42.3,6.2
"7111","2016","1975135","State Center",43,5.7
"7112","2016","1921720","Donahue",36.4,4.3
"7113","2016","1925500","Emerson",29.9,11.3
"7114","2016","1949845","Martelle",46,9.4
"7115","2016","1959250","Onslow",34.5,8.7
"7116","2016","1945975","Livermore",32.1,4.4
"7117","2016","1931890","Grafton",44.1,11.4
"7118","2016","1949260","Marathon",47.3,16.9
"7119","2016","1929685","Garber",38.3,9.5
"7120","2016","1949620","Marquette",45,9
"7121","2016","1960015","Osterdock",40.5,25.1
"7122","2016","1932160","Granger",33.3,5.9
"7123","2016","1982695","Waukee",33.1,1.2
"7124","2016","1908290","Breda",38.4,7
"7125","2016","1985710","Willey",35,27.2
"7126","2016","1906040","Berkley",56.3,22.4
"7127","2016","1947280","Luther",50.9,6.1
"7128","2016","1938460","Ionia",36.3,7.1
"7129","2016","1901540","Alta Vista",36.8,16.4
"7130","2016","1942600","Lake Park",39.3,6.8
"7131","2016","1951105","Menlo",36,5.3
"7132","2016","1982965","Wayland",44.5,9.7
"7133","2016","1954840","Mount Vernon",22.8,2.5
"7134","2016","1961230","Palo",32.6,5
"7135","2016","1956325","New London",41.5,3.1
"7136","2016","1958890","Olds",35.3,7.8
"7137","2016","1925365","Ely",34.8,2.5
"7138","2016","1949485","Marion",37.3,1.4
"7139","2016","1984315","West Liberty",33.3,5
"7140","2016","1910450","Cantril",45.2,13.6
"7141","2016","1910135","Camanche",43.4,3.5
"7142","2016","1932025","Grand Mound",42.4,6.3
"7143","2016","1928020","Floyd",41.6,8.9
"7144","2016","1944400","Le Mars",39.4,1.6
"7145","2016","1927210","Fenton",39.8,10.7
"7146","2016","1924915","Elliott",32.2,4
"7147","2016","1917490","Cromwell",45.2,7.1
"7148","2016","1916545","Correctionville",47.3,7.8
"7149","2016","1973335","Sioux City",34.2,0.5
"7150","2016","1918255","Dallas Center",35.5,5
"7151","2016","1913215","Chillicothe",48.8,7.9
"7152","2016","1929190","Fremont",39.1,6.4
"7153","2016","1983010","Webb",37.3,11.7
"7154","2016","1907480","Boone",38.4,1.3
"7155","2016","1977520","Terril",37.2,7.5
"7156","2016","1906175","Bertram",44.7,11.2
"7157","2016","1956685","Nichols",43.5,10
"7158","2016","1957045","Northboro",56.6,7.9
"7159","2016","1931980","Grand Junction",40.5,7.3
"7160","2016","1910765","Carlisle",35.8,3.5
"7161","2016","1941790","Knierim",36,9.7
"7162","2016","1972390","Sheldon",40.1,3
"7163","2016","1933645","Halbur",29.9,3.8
"7164","2016","1979815","University Park",27.7,3.7
"7165","2016","1929010","Frederika",30.6,7
"7166","2016","1973920","Somers",32.6,12.8
"7167","2016","1968925","Rossie",39.5,18.4
"7168","2016","1929550","Galt",28.8,16.6
"7169","2016","1930045","Garwin",44.1,5
"7170","2016","1948540","Malcom",43.8,7.6
"7171","2016","1980580","Ventura",49.2,7.1
"7172","2016","1977880","Thornton",37.5,7.6
"7173","2016","1982650","Waucoma",39.1,15.3
"7174","2016","1980490","Van Wert",50.2,16.2
"7175","2016","1973155","Silver City",44.3,14.8
"7176","2016","1975045","Stanwood",38.7,8.4
"7177","2016","1928290","Fontanelle",48,6.4
"7178","2016","1916050","Coon Rapids",42.7,5.1
"7179","2016","1981840","Walford",38.2,4.7
"7180","2016","1962760","Pierson",31.9,3.6
"7181","2016","1903385","Atalissa",41.1,7.5
"7182","2016","1908875","Brunsville",51.1,15.9
"7183","2016","1917940","Cushing",39.5,20.5
"7184","2016","1970320","Salix",35.3,7.4
"7185","2016","1960690","Oxford Junction",48.9,7.6
"7186","2016","1957720","Norway",43.5,8.6
"7187","2016","1913620","Clarion",37.8,2.6
"7188","2016","1959655","Orleans",62.3,3.4
"7189","2016","1935265","Hawarden",43,7.6
"7190","2016","1986070","Wilton",34.8,7.6
"7191","2016","1943950","Leando CDP",NA,NA
"7192","2016","1968160","Rock Rapids",39.9,4
"7193","2016","1947010","Low Moor",36.3,7.1
"7194","2016","1934545","Harper",34.5,8
"7195","2016","1946515","Lorimor",39.5,14.2
"7196","2016","1900595","Afton",41,5.8
"7197","2016","1986250","Windsor Heights",41.2,5.4
"7198","2016","1948675","Maloy",28.5,15.4
"7199","2016","1945435","Lineville",49.7,8.9
"7200","2016","1917670","Crystal Lake",53.2,5.8
"7201","2016","1919495","Deep River",41,9.5
"7202","2016","1974820","Stacyville",53.1,6.7
"7203","2016","1967170","Ringsted",35.9,8.6
"7204","2016","1984540","Westphalia",49,15
"7205","2016","1931845","Graf",45.8,17.1
"7206","2016","1980445","Van Meter",35.2,4
"7207","2016","1974775","Springville",43.9,5.4
"7208","2016","1954030","Morley",32.4,19.7
"7209","2016","1943140","Lanesboro",42.5,19.3
"7210","2016","1960825","Pacific Junction",53.9,7.6
"7211","2016","1956505","Newton",41.7,2.2
"7212","2016","1984900","What Cheer",40.1,12
"7213","2016","1966585","Riceville",45.2,9.7
"7214","2016","1969735","St. Ansgar",47.1,10
"7215","2016","1921000","Des Moines",33.7,0.4
"7216","2016","1924735","Elkhart",38.5,5.2
"7217","2016","1958530","Ocheyedan",49.6,8.4
"7218","2016","1917850","Cumming",38.5,4.4
"7219","2016","1949890","Martensdale",33.2,4.8
"7220","2016","1970095","St. Marys",58.5,10.9
"7221","2016","1965415","Rake",46.5,15.1
"7222","2016","1910045","Calmar",33,5.1
"7223","2016","1969645","Sac City",49.9,3.4
"7224","2016","1971085","Schaller",41.2,5.5
"7225","2016","1924870","Elk Run Heights",50.4,4.7
"7226","2016","1925995","Evansdale",36.9,5.4
"7227","2016","1938640","Iowa Falls",42.1,3
"7228","2016","1985305","Whitten",50.1,21.8
"7229","2016","1978330","Titonka",42.7,13
"7230","2016","1961590","Parkersburg",39.7,2.9
"7231","2016","1981570","Wadena",37.4,9.8
"7232","2016","1940440","Kellogg",36.1,4.5
"7233","2016","1976035","Sully",40.6,6.9
"7234","2016","1902080","Andover",30.5,11.5
"7235","2016","1983415","Wesley",43.9,7.7
"7236","2016","1974460","Spragueville",30.9,17
"7237","2016","1913575","Clarinda",41.3,3.6
"7238","2016","1921810","Donnellson",38.8,6
"7239","2016","1919720","Delmar",36.7,9.4
"7240","2016","1968070","Rockford",42.5,5.2
"7241","2016","1944985","Libertyville",46.7,6.8
"7242","2016","1907930","Braddyville",48.5,14.7
"7243","2016","1915105","College Springs",39.8,13.6
"7244","2016","1954705","Mount Pleasant",34.7,2
"7245","2016","1968565","Rome",33,5
"7246","2016","1984835","Westwood",60,16
"7247","2016","1978600","Toronto",41.5,21.3
"7248","2016","1915465","Colwell",26.8,11.6
"7249","2016","1963615","Pleasant Plain",59.3,16.8
"7250","2016","1908470","Brighton",43.1,9.2
"7251","2016","1969915","St. Charles",37.6,9.8
"7252","2016","1906895","Blanchard",45.8,2.9
"7253","2016","1935760","Hepburn",42.5,24.3
"7254","2016","1971895","Shambaugh",47,9.6
"7255","2016","1987420","Yorktown",43.4,26.6
"7256","2016","1916140","Coppock",36.4,22.3
"7257","2016","1983280","Wellman",41.6,6.9
"7258","2016","1918075","Dakota City",40.2,5.4
"7259","2016","1960420","Ottosen",53.8,7.2
"7260","2016","1902395","Aplington",38.7,6.5
"7261","2016","1960915","Packwood",34.5,11.3
"7262","2016","1982335","Washington",43.3,2.9
"7263","2016","1907210","Bode",40.8,9
"7264","2016","1944805","Lewis",44.3,6.4
"7265","2016","1949575","Marne",47.5,9.5
"7266","2016","1921360","Dickens",44,4
"7267","2016","1954390","Moulton",35.6,10.1
"7268","2016","1979680","Unionville",61.4,1.4
"7269","2016","1914430","Clinton",42.1,1
"7270","2016","1931665","Goose Lake",31.3,6.1
"7271","2016","1983370","Welton",39.5,9.2
"7272","2016","1912765","Charles City",44.7,1.7
"7273","2016","1923115","Dyersville",39.8,5
"7274","2016","1969690","Sageville",55.3,6.8
"7275","2016","1979095","Truesdale",48.3,12.6
"7276","2016","1953310","Monona",47.4,3.7
"7277","2016","1981345","Volga",46.4,9
"7278","2016","1919450","Dedham",31.5,7.2
"7279","2016","1927975","Floris",37.2,11.7
"7280","2016","1986610","Wiota",58,18.6
"7281","2016","1922620","Dumont",40.4,9
"7282","2016","1965910","Readlyn",34.1,4.8
"7283","2016","1945390","Linden",50.2,4.6
"7284","2016","1966045","Redfield",46.7,4.6
"7285","2016","1930000","Garrison",41.2,10.6
"7286","2016","1934635","Harris",46.1,6.3
"7287","2016","1928380","Forest City",37.1,4.6
"7288","2016","1959970","Ossian",43,5
"7289","2016","1955515","Nemaha",34.5,26.7
"7290","2016","1911755","Cedar Falls",26.6,0.7
"7291","2016","1942575","Lake Panorama CDP",55.5,6.7
"7292","2016","1945705","Little Cedar CDP",62.7,17.1
"7293","2016","1946785","Loveland CDP",45.7,13.6
"7294","2016","1951510","Meyer CDP",NA,NA
"7295","2016","1951600","Middle Amana CDP",52.5,7.4
"7296","2016","1952140","Miller CDP",NA,NA
"7297","2016","1952635","Mineola CDP",44.6,22
"7298","2016","1953085","Mona CDP",55.1,65.6
"7299","2016","1956190","New Haven CDP",27.7,31.8
"7300","2016","1960285","Otranto CDP",NA,NA
"7301","2016","1962175","Percival CDP",39.9,45.4
"7302","2016","1964155","Portland CDP",55.9,3.5
"7303","2016","1967530","River Sioux CDP",34.8,38.7
"7304","2016","1967890","Rochester CDP",NA,NA
"7305","2016","1968800","Roseville CDP",NA,NA
"7306","2016","1969825","St. Benedict CDP",35,14.7
"7307","2016","1935310","Hawkeye",37.7,8.8
"7308","2016","1958620","Oelwein",43.9,3.5
"7309","2016","1984180","Westgate",47.1,4.8
"7310","2016","1958170","Oakland Acres",49.8,6.8
"7311","2016","1964470","Prairie City",37.8,3.8
"7312","2016","1959925","Oskaloosa",36.8,1.8
"7313","2016","1952590","Minden",41.1,4.2
"7314","2016","1972300","Shelby",37.9,8.4
"7315","2016","1944310","Leighton",37.4,11.8
"7316","2016","1912990","Chelsea",28.3,6.7
"7317","2016","1953670","Montour",51.2,9.2
"7318","2016","1934500","Harlan",47,2.7
"7319","2016","1903970","Avoca",37.7,4.3
"7320","2016","1917175","Crescent",44.3,9.2
"7321","2016","1904555","Barnes City",43.6,11.6
"7322","2016","1922935","Durango",59.3,34.5
"7323","2016","1951735","Middletown",33.2,7.2
"7324","2016","1946155","Logan",40.3,4.1
"7325","2016","1928605","Fort Madison",42.5,2.5
"7326","2016","1926265","Exira",45.4,7.3
"7327","2016","1909145","Buck Grove",54.8,12.2
"7328","2016","1922215","Dow City",37.8,11
"7329","2016","1957360","North Liberty",29.8,1.1
"7330","2016","1983595","West Branch",39.3,5
"7331","2016","1950070","Marysville",21.2,11.5
